timestamp,revid,parentid,sock,user,page,message
2011-08-07T17:46:02+00:00,443538725,441260755,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-18T01:50:18+00:00,429657269,429657210,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-18T01:49:47+00:00,429657210,429639784,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-17T23:40:24+00:00,429643261,429643056,1,Dr_ahmed_akl,Wikipedia talk:Sandbox,/* doctor */
2011-05-17T23:37:11+00:00,429642907,429626672,1,Dr_ahmed_akl,Wikipedia talk:Sandbox,/* doctor */ new section
2011-05-17T23:12:17+00:00,429639753,429607539,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-14T23:41:41+00:00,429155793,429152063,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-12T17:56:43+00:00,428791049,428790793,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-12T17:55:10+00:00,428790793,428790657,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-12T17:54:20+00:00,428790649,428778815,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-11T07:46:10+00:00,428546503,428531187,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-10T23:55:36+00:00,428501517,428500133,1,Dr_ahmed_akl,Doctor,
2011-05-10T23:44:03+00:00,428500129,428410918,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-06T22:01:52+00:00,427818521,427816286,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-06T21:42:49+00:00,427815888,427815178,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-06T21:37:08+00:00,427815173,427814766,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-06T19:47:47+00:00,427798323,427798212,1,Dr_ahmed_akl,Doctor,/* Healthcare */
2011-05-06T19:47:09+00:00,427798212,427744986,1,Dr_ahmed_akl,Doctor,/* Healthcare */
