timestamp,revid,parentid,sock,user,page,message
2020-01-25T05:30:59+00:00,937465187,0,1,Dilli_vandana_B,User:Dilli vandana B,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T04:22:49+00:00,937459014,0,1,Aarthi_ravichandran,User:Aarthi ravichandran,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T04:27:00+00:00,937459365,0,1,Annish_jenefa,User:Annish jenefa,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T05:36:17+00:00,937465683,0,1,ASHWINI_ASHWINI_M,User:ASHWINI ASHWINI M,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T05:39:13+00:00,937465971,0,1,Dharshini_saravanan_s,User:Dharshini saravanan s,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T04:25:22+00:00,937459215,0,1,Gokulapriya_sambathkumar,User:Gokulapriya sambathkumar,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T04:19:36+00:00,937458706,0,1,Guru_prasath20,User:Guru prasath20,[[WP:AES|←]]Created page with 'பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உருவாக்கப்பட்...'
2020-01-25T05:33:27+00:00,937465415,0,1,Harini_hari,User:Harini hari,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-25T05:27:57+00:00,937464908,0,1,MAHARAJA_1111,User:MAHARAJA 1111,[[WP:AES|←]]Created page with 'நோக்கங்கள்: பிளாஸ்மோடியோஃபோரா மற்றும் பைட்டோபதோராவால் உரு...'
2020-01-22T15:04:58+00:00,937034149,0,1,Snekathiru,User:Snekathiru,[[WP:AES|←]]Created page with '஥ோறுதட்ட ஥கசூல் ச ோ஡னணகபின் ஡ப஬ன஥ப்பு-வ஬பிப்புந அடுக்குகன...'
